Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Class,MINUTES
Hadag Nahash,◊©◊ô◊® ◊†◊ó◊û◊î,38,0.694,0.897,7,-4.046,1,0.0591,0.0145,0.000101,0.256,0.929,152.075,4,5,4.01155
Sponge,Plowed,55,0.412,0.88,1,-9.001,1,0.045,0.00252,4.39E-05,0.09,0.234,105.241,4,10,3.283333333
Jack Larsen,Saving Grace,52,0.433,0.713,,-8.288,1,0.0345,0.0157,,0.137,0.447,82.47,4,6,2.991266667
Stephen Puth,Look Away - Acoustic,56,0.696,0.188,6,-14.328,1,0.0324,0.793,,0.0986,0.713,106.433,4,9,3.081666667
Maroon 5,Memories,87,0.764,0.32,11,-7.209,1,0.0546,0.837,,0.0822,0.575,91.019,4,9,3.1581
Thomas Rhett,Die A Happy Man,74,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39E-06,0.116,0.4,166.052,4,4,3.79045
Neil Cowley,Tramlines,46,0.234,0.0129,2,-29.399,0,0.029,0.985,0.925,0.105,0.152,68.011,4,1,3.777816667
Neon95,Welcome to the Afterlife,28,0.596,0.7,5,-9.06,1,0.0357,0.0974,0.845,0.211,0.313,99.973,4,6,3.268383333
Joe Bonamassa,High Class Girl - Live,39,0.512,0.859,11,-5.349,0,0.0644,0.0308,0.00457,0.77,0.661,118.02,4,2,5.697333333
CueStack,Through the Night,40,0.5,0.941,4,-4.186,0,0.0581,0.00574,0.0837,0.286,0.484,160.113,4,8,3.408233333
Naughty By Nature,Hip Hop Hooray,66,0.862,0.642,6,-13.652,0,0.101,0.102,,0.272,0.765,99.201,4,5,4.45445
Nothing But Thieves,Unperson,53,0.535,0.904,1,-6.041,1,0.109,0.00227,0.0085,0.0301,0.274,140.002,4,10,3.40895
Lakeyah,Perfect,54,0.874,0.591,5,-5.12,0,0.126,0.138,,0.166,0.736,138.018,4,5,2.358533333
bl00dwave,Far from Here,24,0.477,0.585,8,-8.717,1,0.0394,0.411,0.255,0.12,0.0337,170.022,4,6,3.199883333
Talking Heads,Girlfriend Is Better - 2005 Remaster,51,0.865,0.752,7,-6.493,1,0.0941,0.0892,0.000626,0.0401,0.966,118.649,4,10,5.723783333
Sammy Hagar,Right Now,35,0.37,0.823,,-4.295,0,0.0481,0.000721,0.00175,0.384,0.495,83.475,4,10,3.663683333
Berry Sakharof,◊î◊¢◊ô◊ü,20,0.572,0.699,7,-6.008,1,0.0389,0.00166,0.000698,0.149,0.459,126.061,4,10,3.905333333
Joan Baez,One Day At A Time - Live At The Woodstock Music & Art Fair / 1969,25,0.282,0.237,1,-17.871,1,0.0547,0.759,,0.13,0.416,82.559,4,10,4.5916
The Doors,Roadhouse Blues - New Stereo Mix,47,0.602,0.668,9,-8.023,1,0.0308,0.0929,4.79E-06,0.0708,0.753,120.229,4,10,4.135783333
Creedence Clearwater Revival,Proud Mary,,0.699,0.64,2,-7.564,1,0.0288,0.13,0.000224,0.0601,0.729,120.745,4,10,3.120216667
Kid Cudi,Day 'N' Nite - Crookers Remix,,0.757,0.706,11,-4.744,0,0.0462,0.0326,0.0497,0.0552,0.962,129.993,4,1,4.695783333
"Our Hollow, Our Home",Better Daze,46,0.292,0.971,10,-3.084,0,0.104,0.000298,0.00195,0.348,0.411,99.65,4,8,3.846083333
Cradle Of Filth,Her Ghost in the Fog,47,0.379,0.996,2,-3.023,0,0.285,0.00457,9.26E-06,0.0981,0.0386,128.049,4,8,6.41355
The Hunna,Bad Place,56,0.648,0.564,9,-3.972,1,0.0322,0.216,,0.0854,0.357,132.932,4,10,2.328816667
Brett James,Tell the People,43,0.535,0.731,4,-3.458,1,0.0343,0.024,6.44E-06,0.0665,0.417,153.971,4,10,3.646366667
Dirty Heads,Oxygen,60,0.68,0.878,8,-3.923,0,0.0554,0.0744,,0.137,0.769,169.987,4,10,3.756583333
Jos√© Gonz√°lez,Visions,57,0.516,0.243,2,-11.832,1,0.0319,0.872,0.00598,0.0999,0.204,97.526,4,6,3.92955
minco eggersman,Abide,35,0.342,0.0213,1,-22.668,0,0.038,0.976,0.0116,0.139,0.04,82.917,3,1,4.6827
TK from Ling tosite sigure,yesworld,48,0.518,0.937,8,-2.857,1,0.102,0.044,,0.159,0.584,138.983,4,10,4.80155
Justice For The Damned,Guidance From The Pain,30,0.416,0.954,1,-4.846,1,0.121,4.79E-05,0.00985,0.0696,0.145,129.292,4,8,3.01395
Pixies,Where Is My Mind?,77,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,4,1,3.916216667
Arik Einstein,◊§◊®◊ê◊í - ◊§◊ï◊ñ◊ô - ◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,26,0.366,0.609,4,-10.279,0,0.12,0.1,0.000168,0.0928,0.315,172.937,4,10,5.400183333
Larissa Lambert,Weak,77,0.617,0.451,7,-9.323,1,0.0584,0.627,,0.267,0.487,127.923,4,9,2.65625
Asia,Sole Survivor,44,0.424,0.948,,-7.232,1,0.0803,0.0818,7.32E-06,0.0273,0.318,124.292,4,10,4.796216667
Talat Aziz,Zindagi Jab Bhi,36,0.604,0.497,2,-6.933,1,0.0267,0.748,,0.358,0.549,95.007,4,3,4.946
Idan Amedi,◊ñ◊û◊ü,33,0.545,0.317,1,-12.755,1,0.0298,0.816,4.31E-05,0.128,0.187,90.051,4,9,3.377783333
Cody Jinks,Loud and Heavy (Unplugged),37,0.499,0.491,,-7.326,0,0.0292,0.0311,2.01E-06,0.134,0.431,80.062,4,1,3.567866667
The Police,Tea In The Sahara,44,0.555,0.243,1,-18.21,0,0.0484,0.131,0.0002,0.0918,0.338,137.928,4,10,4.324883333
Gin Blossoms,Hey Jealousy,3,0.385,0.919,6,-4.154,0,0.0642,0.00019,,0.358,0.469,153.02,4,9,3.930666667
U2,When Love Comes To Town,54,0.65,0.665,9,-11.259,1,0.0372,0.0526,4.62E-06,0.13,0.593,115.51,4,10,4.237783333
The Kinks,You Really Got Me - Mono Mix,72,0.573,0.939,8,-6.441,1,0.0808,0.493,,0.0994,0.963,137.382,4,10,2.23755
YUNGBLUD,acting like that (feat. Machine Gun Kelly),71,0.522,0.9,,-2.631,0,0.0719,6.98E-05,,0.3,0.579,160.01,4,10,3.18445
Gabe Lee,Talk to You,39,0.691,0.222,1,-8.387,1,0.033,0.805,,0.0767,0.535,79.735,4,1,3.0248
De La Soul,Pain,55,0.908,0.417,10,-8.244,0,0.255,0.0452,0.0824,0.0895,0.81,104.504,4,5,4.662566667
Twin Shadow,Get Closer,,0.778,0.809,8,-4.383,1,0.0282,0.102,3.28E-05,0.101,0.949,95.042,4,6,3.366
James,Laid,66,0.457,0.909,,-9.451,1,0.0317,0.0016,0.000276,0.135,0.755,115.998,4,6,2.611116667
Lou Donaldson,Play Ray,39,0.704,0.214,3,-17.339,1,0.0617,0.787,0.00209,0.0923,0.664,77.52,4,7,5.522216667
Eyal Golan,◊ó◊ñ◊ß ◊û◊û◊†◊ô,28,0.775,0.81,7,-4.89,1,0.0744,0.499,3.62E-06,0.0773,0.322,99.978,4,9,3.35155
Alfie Templeman,Shady,44,0.789,0.743,6,-6.113,0,0.0861,0.0234,0.015,0.489,0.629,109.987,4,6,2.920083333
Don Cotti,Bun War - Instrumental Version,11,0.556,0.847,11,-6.361,0,0.0939,0.0503,0.906,0.326,0.663,139.942,4,5,3.455083333
Benny The Butcher,Overall (feat. Chinx),55,0.454,0.772,1,-7.181,1,0.342,0.319,9.95E-06,0.361,0.64,172.31,4,5,3.427333333
The Clash,Should I Stay or Should I Go - Remastered,79,0.743,0.836,2,-6.465,1,0.116,0.0804,,0.384,0.82,113.375,4,10,5.24964E-05
Matt Rollings,"Stay (Feat. Alison Krauss, with Vince Gill)",35,0.448,0.246,8,-13.153,1,0.0312,0.905,0.0477,0.108,0.0906,120.696,4,1,5.530883333
Vibe Ish,◊õ◊ú ◊î◊ô◊ï◊ù,34,0.609,0.786,4,-6.777,0,0.264,0.462,,0.109,0.544,92.795,4,5,3.209466667
"Traditional, Simon Dinnigan",Spanish Romance,46,0.401,0.0133,11,-31.385,0,0.0447,0.996,0.899,0.0921,0.066,102.819,4,7,2.92155
"Curtis Peoples, Mari√© Digby",Not Enough Drugs (Acoustic),42,0.468,0.413,10,-10.349,1,0.0427,0.662,,0.0669,0.403,159.487,4,0,3.77746667
Colibrí Acústico,Ora,45,0.425,0.48,4,-9.296,0,0.0362,0.694,0.94,0.101,0.187,119.451,4,7,2.777433333
Arcade Fire,Dimensions,53,0.218,0.179,3,-24.814,1,0.0397,0.966,0.956,0.0858,0.0383,163.743,4,1,5.6574
The Jam,Town Called Malice,69,0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0686,0.775,101.774,4,6,2.888666667
Joha,Non Pi√π,29,0.157,0.11,,-18.521,1,0.0361,0.92,0.925,0.0832,0.089,61.424,4,6,16.49911667
"Udit Narayan, Vibha Sharma",Ishq Hua Kaise Hua,41,0.479,0.747,6,-6.227,0,0.0692,0.56,0.000728,0.422,0.502,79.323,4,3,7.577783333
Omar Apollo,Ugotme,63,0.782,0.494,,-1.458,1,0.0339,0.454,6.31E-05,0.134,0.401,65.832,4,6,2.121216667
Ron Gallo,CAN WE STILL BE FRIENDS? - Sports Remix,30,0.759,0.617,9,-8.984,0,0.0781,0.0386,0.00119,0.103,0.507,106.639,4,9,2.780883333
Dire Straits,Sultans of Swing,67,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,4,10,9.73333E-05
Kaidi & NK-OK,Sweet Shop,44,0.673,0.763,6,-9.027,0,0.08,0.00667,0.184,0.159,0.261,147.078,4,1,3.84045
Little Axe,Midnight Dream,12,0.742,0.775,2,-4.581,0,0.105,0.347,4.32E-05,0.345,0.679,89.899,4,2,4.066216667
"Fancy Cars, SVRCINA",I'll Follow - Acoustic Version,53,0.582,0.436,10,-4.077,1,0.0259,0.735,,0.19,0.378,96.039,4,0,3.30731667
LAP√™CHE,Finally Trying,35,0.4,0.984,2,-4.771,1,0.0973,8.80E-06,0.897,0.118,0.455,148.96,4,6,3.0507
Vance Joy,Missing Piece,78,0.628,0.877,,-4.205,1,0.046,0.0155,5.97E-06,0.113,0.721,101.992,4,9,6.03911E-05
Fathomsong,Cypress Castles,45,0.536,0.218,9,-14.675,0,0.0989,0.893,0.88,0.13,0.152,115.952,3,7,2.583333333
Lil Gotit,Burnt N Turnt,64,0.943,0.537,10,-6.855,0,0.256,0.342,,0.19,0.59,122.008,4,5,3.081966667
Zeus,Are You Gonna' Waste My Time?,17,0.431,0.795,9,-5,1,0.0914,0.00437,3.45E-06,0.0906,0.678,147.961,4,9,2.649083333
J Man_wv,THE ANTHEM,,0.421,0.566,1,-9.849,1,0.245,0.337,,0.107,0.128,140.275,4,5,2.51385
Type O Negative,Summer Breeze,48,0.365,0.706,9,-7.984,1,0.0381,0.021,0.792,0.287,0.346,127.937,4,8,4.820666667
Blind Melon,Tones Of Home,55,0.556,0.808,,-6.965,1,0.0335,0.166,0.000167,0.164,0.844,115.287,4,10,4.447116667
Moses Boyd,2 Far Gone - Vocal Mix,41,0.415,0.79,1,-7.349,1,0.0515,0.0192,0.0319,0.132,0.376,123.912,4,6,5.160416667
Sue Foley,The Ice Queen,38,0.488,0.408,4,-8.373,0,0.0432,0.756,0.00125,0.198,0.445,151.196,3,10,6.38555
Vektor,Activate,35,0.552,0.986,1,-3.265,0,0.176,0.000112,0.888,0.314,0.328,104.032,4,8,3.5048
Moshiko Mor,◊ô◊§◊î ◊©◊ú◊ô,41,0.756,0.526,4,-6.695,0,0.03,0.603,,0.083,0.523,104.006,4,9,4.008333333
BROTHER SUN SISTER MOON,Cactus,35,0.489,0.474,5,-7.459,0,0.0256,0.649,0.803,0.0891,0.201,132.042,3,6,5.869816667
jxdn,Tonight (feat. iann dior),66,0.501,0.633,5,-6.56,1,0.0466,0.00358,,0.351,0.463,165.029,4,9,2.25955
Karolina,◊ê◊î◊ë◊î ◊ë◊ï◊ê◊ô (Prod. by JORDI),34,0.752,0.568,2,-8.235,0,0.0893,0.14,,0.127,0.511,102.09,4,9,3.2549
Booker T. & the M.G.'s,Green Onions - 45 Version,59,0.788,0.38,10,-15.179,1,0.0346,0.811,0.906,0.102,0.892,138.205,4,10,2.78975
The View,Same Jeans,58,0.479,0.967,,-2.445,1,0.0431,0.00697,,0.217,0.719,134.743,4,6,3.551333333
Jeff Buckley,Grace,57,0.546,0.867,11,-4.235,0,0.0354,0.0256,0.000229,0.221,0.189,127.988,4,6,5.367333333
Rasco,Cult,13,0.224,0.635,9,-8.39,1,0.0357,0.134,0.865,0.3,0.203,124.688,4,6,3.78135
Faith No More,Epic,69,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,4,10,4.894216667
Tuna,◊î◊ò◊ï◊ë ◊î◊®◊¢ ◊ï◊ê◊ó◊ï◊™◊ö,45,0.657,0.822,4,-6.071,0,0.0785,0.108,,0.34,0.597,82.011,4,10,3.40585
King Tuff,Neverending Sunshine,36,0.158,0.893,,-6.4,1,0.129,0.00782,0.00544,0.119,0.607,170.233,4,1,3.667283333
Wipers,When It's Over,42,0.435,0.756,9,-4.275,0,0.0264,3.24E-05,0.788,0.208,0.346,85.524,4,1,6.568666667
Arhkota,Dreamy Hamilton,25,0.115,0.385,,-12.351,1,0.0375,0.753,0.313,0.339,0.149,71.203,3,6,4.941966667
Psychedelic Porn Crumpets,Pukebox,41,0.386,0.94,1,-5.235,0,0.0871,6.80E-05,2.11E-05,0.329,0.378,150.112,4,1,3.146333333
The Killers,When You Were Young,,0.441,0.976,8,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,4,10,3.67355
Zack Villere,Sore Throat,40,0.48,0.165,8,-11.561,1,0.0284,0.851,0.00657,0.0917,0.168,78.372,4,6,2.020666667
Andreas Moe,Ocean - Stripped Acoustic,,0.56,0.393,1,-9.924,0,0.0305,0.821,,0.0933,0.58,93.038,4,0,2.6176
Eddie Rabbitt,Drinkin' My Baby (Off My Mind) - 2009 Remaster,40,0.614,0.706,4,-7.397,0,0.0292,0.0764,,0.306,0.867,127.952,4,4,2.43245
Mob Rich,Made To Fall,27,0.54,0.579,10,-8.227,1,0.0323,0.0106,1.50E-05,0.0695,0.331,85.484,4,10,3.264233333
Arthur Brown,Fire,46,0.439,0.882,5,-9.036,0,0.087,0.541,0.671,0.793,0.317,138.551,4,1,2.902666667
Michael Schenker Group,Sail the Darkness,45,0.544,0.924,11,-5.077,0,0.0353,0.0251,8.83E-05,0.431,0.74,97.987,4,10,3.6263
"Anne-Marie, Little Mix",Kiss My (Uh Oh),75,0.638,0.878,5,-3.639,0,0.0484,0.0151,0.000223,0.308,0.481,103.948,4,9,4.91111E-05
Alan Walker,Fake A Smile,76,0.447,0.553,,-4.817,1,0.0322,0.212,,0.165,0.252,149.877,4,9,2.801966667
Midival Punditz,Night,,0.535,0.422,10,-8.754,1,0.0314,0.539,0.0198,0.18,0.103,130.016,4,0,5.908666667
Big Daddy Wilson,Thumb A Ride,36,0.727,0.27,4,-13.179,0,0.0367,0.84,0.124,0.0949,0.742,96.04,4,2,2.89355
"Mulgrew Miller, Richie Goods, Karriem Riggins",It Never Entered my Mind,,0.445,0.223,3,-17.402,1,0.0374,0.921,0.884,0.131,0.225,110.821,4,7,6.52845
Charlie Parker Quartet,Chi Chi,31,0.419,0.58,8,-6.566,1,0.0525,0.228,0.00353,0.277,0.63,202.668,3,2,3.047783333
The Elovaters,Margaritas (with Orange Grove),47,0.675,0.592,1,-6.975,1,0.0626,0.32,,0.27,0.741,170.09,4,10,3.623483333
Crowded House,Chocolate Cake,39,0.71,0.642,4,-11.786,0,0.0366,0.103,,0.0322,0.772,116.149,4,10,4.034883333
Young Stoner Life,Came and Saw (feat. Rowdy Rebel),72,0.771,0.817,2,-6.791,1,0.214,0.306,,0.155,0.554,123.952,4,5,2.906883333
Vaporwave Aesthetic,By Myself,30,0.753,0.403,,-10.505,1,0.042,0.67,0.913,0.198,0.357,84.989,4,6,2.54125
Plan B,Charmaine,34,0.779,0.601,10,-4.748,0,0.341,0.412,,0.155,0.793,95.269,4,5,3.768883333
Quarters of Change,Down That Road,32,0.587,0.697,,-8.358,0,0.0364,0.0149,4.11E-06,0.175,0.658,143.969,4,6,4.283333333
Mohammed Rafi,Yeh Reshmi Zulfen,13,0.455,0.599,5,-6.865,1,0.0548,0.942,7.80E-05,0.14,0.683,133.581,4,3,5.334666667
En Vogue,Giving Him Something He Can Feel,,0.49,0.298,9,-10.175,0,0.0409,0.306,1.72E-06,0.0875,0.705,203.914,3,5,3.92845
The Postal Service,Such Great Heights,66,0.644,0.808,5,-7.268,1,0.0513,0.0467,0.187,0.0652,0.175,174.98,4,10,4.441783333
Cypress Hill,How I Could Just Kill a Man,63,0.769,0.675,6,-13.326,1,0.0724,0.000722,0.000149,0.0904,0.803,101.884,4,5,4.204
As I Lay Dying,A Greater Foundation,47,0.522,0.992,3,-3.234,0,0.114,0.000585,0.00093,0.665,0.365,124.983,4,8,3.770216667
"Lata Mangeshkar, Hariharan",Likha Hai Yeh,23,0.37,0.67,7,-11.007,0,0.0445,0.809,6.32E-06,0.236,0.802,177.164,3,3,5.209333333
To The Grave,Miserable Summer,41,0.417,0.817,9,-7.821,1,0.0445,1.16E-05,0.823,0.0918,0.267,137.945,4,8,4.91305
KID BRUNSWICK,Prescription Kid,53,0.529,0.767,1,-5.847,1,0.0407,0.00069,0.00206,0.37,0.299,87.462,4,10,3.476683333
Mt. Eddy,Metaphor,39,0.558,0.921,4,-4.409,1,0.0639,0.0234,0.00035,0.154,0.357,93.468,4,10,3.518116667
"Alexia Mathieu, Josephine Forrester",Estate,45,0.729,0.113,11,-18.318,0,0.0666,0.981,0.936,0.11,0.173,116.245,4,7,2.733083333
Latto,Muwop (feat. Gucci Mane),63,0.79,0.61,9,-6.958,0,0.102,0.0613,,0.243,0.62,145.88,4,5,3.335583333
Lucky Peterson,Let The Good Time Party Begin,21,0.708,0.667,2,-6.45,1,0.0686,0.118,1.12E-05,0.119,0.648,121.993,4,2,4.587116667
Squid,Narrator - Edit,36,0.526,0.71,2,-6.555,0,0.0624,0.00136,0.00384,0.638,0.363,135.063,4,6,4.515066667
18veno,Blocc Life,32,0.844,0.542,1,-7.451,1,0.341,0.0401,,0.103,0.797,144.923,4,5,1.9544
Jim Reeves,This Is It,46,0.417,0.179,2,-16.966,1,0.0287,0.859,0.156,0.0922,0.431,85.578,4,4,3.107333333
Daniel Wilson,Killed Ya,23,0.602,0.873,1,-5.683,0,0.0407,0.000361,0.855,0.268,0.867,149.957,4,6,2.586666667
Maggie Lindemann,Knife Under My Pillow,59,0.562,0.876,,-4.448,1,0.0463,0.00147,0.000678,0.217,0.525,149.971,4,10,2.049983333
Creedence Clearwater Revival,Born On The Bayou - Live At The Woodstock Music & Art Fair / 1969,43,0.433,0.63,9,-7.607,1,0.0451,0.0101,0.192,0.823,0.749,120.51,4,10,5.558216667
James Blake,Retrograde,65,0.533,0.251,7,-11.283,0,0.0372,0.873,0.104,0.134,0.186,77.503,4,6,3.726666667
Billy F Gibbons,My Lucky Card,39,0.527,0.896,7,-4.552,1,0.0346,0.00772,0.000245,0.587,0.547,88.064,4,10,2.562666667
Erica Banks,Throw Dat,45,0.97,0.241,10,-19.112,0,0.44,0.0246,,0.153,0.614,127.056,4,5,2.600483333
Dipzy,What Do You Want - Treasure Fingers Remix,28,0.859,0.842,,-5.896,1,0.0811,0.00588,0.742,0.0728,0.599,127.033,4,6,3.716533333
This Is The Kit,Coming to Get You Nowhere,49,0.688,0.523,7,-10.659,1,0.0401,0.898,0.375,0.127,0.864,94.89,4,6,3.341333333
Temple Balls,Thunder from the North,37,0.44,0.988,8,-3.46,0,0.0482,1.52E-05,0.389,0.0757,0.664,166.041,4,8,3.6732
Mukesh,O Janewale Ho Sake To Laut Ke Aana,15,0.284,0.3,5,-13.927,1,0.032,0.957,0.0564,0.151,0.482,88.331,3,3,3.262
Wilderado,Surefire,62,0.675,0.688,11,-5.116,1,0.0323,0.00062,2.07E-06,0.118,0.318,126.032,4,10,4.0042
Alec Benjamin,The Way You Felt,75,0.872,0.52,,-6.928,1,0.0618,0.715,,0.0982,0.736,131.918,4,9,3.046833333
chloe moriondo,I Eat Boys,61,0.523,0.537,2,-4.958,1,0.0274,0.0499,,0.222,0.167,91.728,4,9,2.71445
Perrosky,Gris,15,0.515,0.816,7,-6.152,1,0.037,0.0471,0.0353,0.0758,0.753,98.568,3,2,3.094
Figueroa,Back to the Stars,35,0.417,0.569,4,-7.56,1,0.0303,0.000302,0.606,0.104,0.0352,140.02,4,1,6.11595
Various Artists,Tere Ishq Ka Mujhpe Hua Ye Asar / Dialogue : Halat Kuch Ti Apni Bhi ( Nagin ) - Nagin / Soundtrack Version,22,0.461,0.624,9,-6.06,1,0.108,0.847,,0.36,0.643,123.546,4,3,6.84445
My Thinking Face,Sane! Sane! Sane!,10,0.251,0.78,9,-5.217,1,0.0587,8.07E-06,1.36E-05,0.106,0.411,85.759,4,10,2.201016667
Eashwar Subramanian,Across the River,17,0.229,0.158,8,-20.951,0,0.0408,0.957,0.904,0.105,0.193,79.841,4,6,4.35
Filter,Dose,36,0.394,0.912,4,-7.126,0,0.0641,4.44E-05,0.889,0.0368,0.334,158.881,4,8,3.899333333
Hearts & Colors,Can't Help Falling In Love,53,0.365,0.195,1,-10.34,1,0.0283,0.906,,0.105,0.24,74.721,4,0,2.34666667
Emmylou Harris,Two More Bottles of Wine - 2003 Remaster,48,0.764,0.736,3,-7.571,1,0.0333,0.251,0.000294,0.121,0.96,134.336,4,4,3.10555
"Stan Getz, Bob Brookmeyer",A Nightingale Sang In Berkeley Square,,0.407,0.106,1,-19.078,1,0.0375,0.973,0.0762,0.123,0.233,94.231,4,7,6.966666667
Rema,Peace Of Mind,49,0.516,0.688,4,-8.719,0,0.286,0.243,,0.0662,0.656,138.326,5,9,3.4782
Oscar Lang,Antidote to Being Bored,41,0.352,0.988,9,-2.777,1,0.107,1.19E-06,0.234,0.361,0.307,146.011,4,6,2.858216667
iamjakehill,dying lately,61,0.711,0.497,4,-10.128,1,0.0382,0.328,,0.341,0.861,140.018,4,5,3.685783333
Neil Cowley,She Lives in Golden Sands,29,0.436,0.277,9,-18.604,0,0.0306,0.977,0.899,0.0647,0.404,142.184,4,1,5.596133333
Frank Zappa,Muffin Man,47,0.412,0.657,6,-11.78,1,0.0887,0.111,8.83E-05,0.15,0.742,129.119,4,10,5.628883333
A. G. Cook,Animals,32,0.328,0.36,9,-6.775,1,0.0275,0.623,,0.106,0.077,80.044,4,6,4.131783333
Berry Sakharof,◊õ◊õ◊î ◊ñ◊î (◊ú◊ê◊î◊ï◊ë ◊ê◊ï◊™◊ö) - ◊í◊®◊°◊î ◊û◊ï◊ß◊ì◊û◊™,23,0.512,0.872,11,-6.956,0,0.0338,0.0415,0.00225,0.404,0.563,156.487,4,10,4.049416667
Song Sung,Telling Tales,24,0.425,0.555,,-11.806,1,0.0287,0.0262,0.284,0.206,0.247,108.991,4,6,4.208333333
"Phil Woods, Space Jazz Trio",Blue Ballad,48,0.47,0.156,2,-17.036,1,0.0399,0.623,0.187,0.104,0.059,118.176,4,7,6.582
Arik Einstein,◊ï◊¢◊ï◊ì ◊ú◊ê ◊ê◊û◊®◊™◊ô ◊î◊õ◊ú - ◊ï◊¢◊ï◊ì ◊ú◊ê ◊ê◊û◊®◊™◊ô ◊î◊õ◊ú - ◊ê◊ï◊°◊£ ◊î◊ß◊ú◊ò◊ï◊™ ◊†◊ì◊ô◊®◊ï◊™,24,0.511,0.188,5,-14.726,1,0.0413,0.959,0.000989,0.135,0.18,72.236,4,10,3.768883333
Blur,Country House - 2012 Remaster,57,0.331,0.885,9,-6.606,1,0.0924,0.205,,0.123,0.589,175.294,4,6,3.949333333
MY BABY,Electrified,32,0.793,0.519,1,-11.452,1,0.0432,0.122,0.71,0.335,0.307,126.204,4,2,6.635166667
Dio,The Last In Line,55,0.295,0.833,9,-8.279,0,0.0764,0.014,0.0683,0.0816,0.625,172.756,4,8,5.71955
Eden Hason,◊©◊ß◊ô◊¢◊ï◊™ ◊ê◊ì◊ï◊û◊ï◊™,58,0.585,0.394,6,-9.016,0,0.0321,0.676,,0.119,0.345,84.018,4,9,3.549383333
Sugarland,Stuck Like Glue,66,0.702,0.795,1,-4.764,1,0.0568,0.329,,0.0505,0.836,83.961,4,4,4.12645
Ben Abraham,She,46,0.444,0.296,8,-12.873,1,0.0388,0.913,0.00191,0.0957,0.26,138.516,3,0,3.55021667
Roy Milton,Best Wishes,,0.494,0.0905,8,-19.986,1,0.0827,0.855,0.024,0.114,0.205,73.943,4,2,2.72
Madison Beer,Blue,67,0.64,0.501,7,-7.86,1,0.0624,0.15,,0.16,0.346,114.031,4,9,3.831366667
J. Cole,l e t . g o . m y . h a n d (with Bas & 6LACK),82,0.583,0.625,1,-8.011,1,0.277,0.506,,0.196,0.516,89.812,4,5,4.438183333
The Stone Roses,Fools Gold - Remastered,61,0.731,0.875,7,-6.393,1,0.0457,0.000367,0.858,0.289,0.164,112.78,4,10,9.90755
Greg Koch,Chief's Blues,23,0.432,0.449,4,-9.577,0,0.0399,0.0151,0.897,0.189,0.474,150.755,3,2,7.142966667
Kryple,No Caption,30,0.861,0.597,1,-8.667,1,0.285,0.139,,0.084,0.742,104.976,4,5,2.600633333
Ike & Tina Turner,River Deep - Mountain High,58,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,4,10,3.581333333
Chris Cain,Out Of My Head,26,0.33,0.826,9,-2.479,0,0.0466,0.0123,5.79E-05,0.687,0.456,137.579,4,2,3.34955
Dudu Aharon,◊ô◊®◊ï◊ß ◊ï◊ì◊ë◊©,20,0.579,0.336,10,-7.787,1,0.0297,0.801,,0.367,0.588,102.504,4,9,4.299783333
Teni,FOR YOU,58,0.724,0.62,7,-5.576,1,0.101,0.29,3.57E-06,0.105,0.478,107.159,4,9,3.140183333
Phife Dawg,Nutshell Pt. 2 (feat. Busta Rhymes and Redman),48,0.847,0.741,1,-6.609,1,0.38,0.0861,,0.147,0.818,94.232,4,5,3.694266667
Blu DeTiger,Figure It Out,62,0.747,0.554,8,-6.154,0,0.289,0.493,0.000425,0.332,0.585,96.988,4,9,2.738633333
Blanco,The Great Escape (feat. Central Cee),68,0.854,0.671,8,-6.072,0,0.148,0.256,,0.103,0.877,142.073,4,9,3.211266667
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,79,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,4,9,4.140216667
The Avalanches,Frontier Psychiatrist,36,0.712,0.908,6,-7.414,1,0.221,0.128,0.000167,0.383,0.408,98.946,4,6,4.80045
Robert Cray,Hot,31,0.588,0.788,1,-3.417,1,0.0746,0.373,0.0695,0.301,0.782,79.073,4,2,3.74845
Frank Zappa,Peaches En Regalia,53,0.385,0.689,11,-11.616,0,0.0294,0.262,0.835,0.0848,0.777,101.894,4,10,3.648216667
Itay Levi,◊ó◊¶◊ô ◊ë◊©◊ë◊ô◊ú◊ô,46,0.727,0.53,10,-6.599,0,0.0939,0.459,2.29E-06,0.102,0.368,93.986,4,9,3.38475
A. G. Cook,Xcxoplex (with Charli XCX),60,0.608,0.741,,-4.622,1,0.0721,0.0599,,0.449,0.509,75.03,4,6,2.36445
Lake Street Dive,I Can Change,,0.546,0.193,,-11.903,1,0.0426,0.868,4.18E-05,0.087,0.311,139.795,4,0,3.19488333
